ID	Value
htd64	ପ୍ରଭୁ\N_NN ଏମିତି\QT_QTF ଏକ\QT_QTC ଉପାୟ\N_NN ଏବଂ\CC_CCD ସ୍ଥାନ\N_NN କୁହନ୍ତୁ\V_VM_VF ,\RD_PUNC ଯାହାଦ୍ଵାରା\CC_CCS ସଂସାରରେ\N_NN ଅନେକ\QT_QTF ବ୍ୟାଧି\N_NN ଏବଂ\CC_CCD ପାପତ୍ରସ୍ତ\JJ ଜୀବାତ୍ମାକୁ\N_NN ମୁକ୍ତି\N_NNV ମିଳିପାରିବ\V_VM_VF |\RD_PUNC
htd65	ସେମାନେ\PR_PRP ଏମିତି\DM_DMD କେଉଁ\DM_DMQ କାମ\N_NN କରିବେ\V_VM_VNF ଯାହାଦ୍ଵାରା\CC_CCS ସେମାନଙ୍କୁ\PR_PRP ଆପଣଙ୍କର\PR_PRP ସ୍ନେହ\N_NN ମିଳିପାରିବ\V_VM_VF |\RD_PUNC
htd66	ଏହା\DM_DMD ଉପରେ\PSP ପ୍ରଭୁ\N_NN ଶଙ୍କର\N_NNP କହିଲେ\V_VM_VF ଯେ\CC_CCS କି\CC_CCD ଦେବୀ\N_NN ସତ୍ୟ\N_NNP ଯୁଗରେ\N_NN ସବୁ\QT_QTF ତୀର୍ଥ\N_NN ପୁଣ୍ୟଫଳ\N_NN ପ୍ରଦାନକରନ୍ତି\V_VM_VF ,\RD_PUNC ତ୍ରେତା\N_NNP ଯୁଗରେ\N_NN ପୁଷ୍କର\N_NNP ,\RD_PUNC ଦ୍ଵାପରରେ\N_NNP କୁରୁକ୍ଷେତ୍ର\N_NNP ତୀର୍ଥ\N_NN ପୁଣ୍ୟଫଳ\N_NN ପ୍ରଦାନ\N_NN କରନ୍ତି\V_VM_VF ଏବଂ\CC_CCD କଳିକାଳରେ\N_NNP କେବଳ\CC_CCD ଗଙ୍ଗା\N_NNP ସ୍ନାନରେ\N_NNV ପୁଣ୍ୟ\JJ ଫଳ\N_NN ପ୍ରାପ୍ତି\N_NNV ହୋଇଥାଏ|\V_VM_VF
htd67	ଗଙ୍ଗାତଟରେ\N_NNP ଶିବବଲ୍ଲଭପୁର\N_NNP ନାମକ\N_NN ଗୋଟିଏ\RP_CL ସ୍ଥାନ\N_NN ଅଛି\V_VM_VF ।\RD_PUNC
htd68	ଶିବବଲ୍ଲଭପୁର\N_NNP ନାମକ\N_NN ସ୍ଥାନରେ\N_NN ଶିବ\N_NNP ବାସ\N_NNV କରନ୍ତି\V_VM_VF |\RD_PUNC
htd69	ଶିବବଲ୍ଲଭପୁର\N_NNP ଶିବଙ୍କର\N_NNP ଅତ୍ୟନ୍ତ\RP_INTF ପ୍ରିୟ\N_NN ସ୍ଥାନ\N_NN ।\RD_PUNC
htd70	ଶିବବଲ୍ଲଭପୁର\N_NNP ଜମ୍ବୁଦ୍ଵୀପର\N_NNP ଆର୍ଯାବର୍ତ୍ତ\N_NNP ଦେଶରେ\N_NN ହସ୍ତିନାପୁରର\N_NNP ପୂର୍ବ\JJ ଦିଗରେ\N_NN ଅବସ୍ଥିତ\V_VM_VF |\RD_PUNC
htd71	ଗଙ୍ଗାତଟରେ\N_NNP ଅବସ୍ଥିତ\JJ ଶିବବଲ୍ଲଭପୁର\N_NNP ଦେବାଦେବୀ\N_NN ,\RD_PUNC ଋଷି\N_NN ,\RD_PUNC ମୁନିଗଣ\N_NN ଏବଂ\CC_CCD ପିତୃଦେବମାନଙ୍କୁ\N_NN ସନ୍ତୋଷ\N_NN ପ୍ରଦାନ\N_NNV କରିଥାଏ|\V_VM_VF
htd72	ଶିବବଲ୍ଲଭପୁର\N_NNP କ୍ଷେତ୍ର\N_NN ମୋ\PR_PRP ପାଇଁ\PSP କାଶୀ\N_NNP ସମାନ\N_NN ପ୍ରିୟ\N_NN ଅଟେ\V_VM_VF |\RD_PUNC
htd73	ଗଢ଼-ମୁକ୍ତେଶ୍ଵରରେ\N_NNP ଅବସ୍ଥିତ\V_VM_VF ଗଙ୍ଗାମନ୍ଦିର\N_NN ବହୁତ\QT_QTF ଉଞ୍ଚାରେ\N_NN ନିର୍ମାଣ\N_NNV କରାଯାଇଛି\V_VM_VF |\RD_PUNC
htd74	ଗଢ଼-ମୁକ୍ତେଶ୍ଵରରେ\N_NNP ଥିବା\V_VM_VNF ଗଙ୍ଗାମନ୍ଦିରରେ\N_NNP ଗଙ୍ଗାମାତାଙ୍କ\N_NNP ବ୍ୟତୀତ\CC_CCD ବ୍ରହ୍ମାଙ୍କର\N_NNP ମୂର୍ତ୍ତି\N_NN ମଧ୍ୟ\RP_RPD ଲଗାଯାଇଅଛି\V_VM_VF |\RD_PUNC
htd75	ଗଢ଼-ମୁକ୍ତେଶ୍ଵରର\N_NNP ଗଙ୍ଗାମନ୍ଦିରରେ\N_NNP ଏମିତି\DM_DMR ଏକ\QT_QTC ପଥର\N_NN ବି\RP_RPD ଅଛି\V_VM_VF ,\RD_PUNC ଯାହାକୁ\DM_DMR ଧ୍ୟାନର\N_NN ସହିତ\PSP ଦେଖିଲେ\V_VM_VNF ତାହା\DM_DMD ଉପରେ\PSP ଭଗବାନ\N_NN ଶିବଙ୍କର\N_NNP ଆକୃତିର\N_NN ଆଭାସ\N_NN ମିଳିଥାଏ|\N_NN
htd76	ଗଢ଼-ମୁକ୍ତେଶ୍ଵରର\N_NNP ଗଙ୍ଗାମନ୍ଦିରରେ\N_NN ପହଞ୍ଝିବା\V_VM_VNF ପାଇଁ\PSP ଅତୀତରେ\N_NST ୧୦୧\QT_QTC ପାହାଚ\N_NN ଚଢିବାକୁ\V_VM_VINF ପଡୁଥିଲା\V_VM_VF ।\RD_PUNC
htd77	କିନ୍ତୁ\CC_CCD ବର୍ତ୍ତମାନ\N_NST ଗଢ଼-ମୁକ୍ତେଶ୍ଵରର\N_NNP ଗଙ୍ଗାମନ୍ଦିରରେ\N_NNP ୮୬ଟି\RP_CL ପାହାଚ\N_NN ଅଛି|\V_VM_VF
htd78	କଥିତ\N_NNV ଅଛି\V_VM_VF ଯେ\CC_CCS କି\CC_CCD ୧୯୩୭\QT_QTC ମସିହା\N_NN ପର୍ଯ୍ୟନ୍ତ\PSP ଗଙ୍ଗା\N_NNP ଗଢ଼-ମୁକ୍ତେଶ୍ଵରର\N_NNP ଗଙ୍ଗାମନ୍ଦିରର\N_NNP ପାହାଚକୁ\N_NN ସ୍ପର୍ଶକରି\V_VM_VNF ପ୍ରବାହିତ\JJ ହେଉଥିଲା\V_VM_VF ।\RD_PUNC
htd79	କିନ୍ତୁ\CC_CCD ଧିରେ-ଧିରେ\JJ ଗଙ୍ଗା\N_NNP ସ୍ଥାନ\N_NN ଛାଡି\V_VM_VNF ଚାଲିଗଲେ|\V_VM_VF
htd80	ବର୍ତ୍ତମାନ\N_NST ଗଙ୍ଗାତଟ\N_NNP ଏ\DM_DMD ମନ୍ଦିର\N_NN ଠାରୁ\PSP ପ୍ରାୟ\N_NN ୧୦\QT_QTC କିଲୋମିଟର\QT_QTF ଦୂରରେ\N_NN ଅଛି|\V_VM_VF
htd81	ଗଙ୍ଗାତଟରେ\N_NNP ଥିବା\V_VM_VNF ବାଲିଆ\JJ ପଡିଆରେ\N_NN ମହୋତ୍ସବ\N_NN ଅନୁଷ୍ଠିତ\JJ ହୋଇଥାଏ\V_VM_VF ।\RD_PUNC
htd82	ମେଳା\N_NN ସମୟରେ\N_NN ତଟଦେଶରେ\N_NN ତମ୍ବୁ\N_NN ଦ୍ୱାରା\PSP ଗୋଟିଏ\RP_CL ନଗରୀ\N_NN ହୋଇଯାଏ|\V_VM_VF
htd83	ମହୋତ୍ସବ\N_NN ସ୍ଥଳୀ\N_NN ଦିଲ୍ଲୀରୁ\N_NNP ପାଖାପାଖି\QT_QTF ୯୦\QT_QTC କିଲୋମିଟର\N_NN ଅଟେ|\V_VM_VF
htd84	ମହୋତ୍ସବ\N_NN ସ୍ଥଳୀକୁ\N_NN କାର୍‌\N_NNP ଆଦି\RP_RPD ମାଧ୍ୟମରେ\PR_PRC ଆରାମରେ\N_NN ପହଞ୍ଚି\N_NNV ପାରିବେ|\V_VM_VF
htd85	ଗଢ଼-ମୁକ୍ତେଶ୍ଵରରେ\N_NNP ଭକ୍ତମାନଙ୍କୁ\N_NN ପ୍ରଥମେ\N_NN ମହୋତ୍ସବ\N_NN ସ୍ଥଳୀ\N_NN ପର୍ଯ୍ୟନ୍ତ\PSP ପାଦରେ\N_NN ଚାଲିକରି\V_VM_VNF ଯିବାକୁ\V_VM_VNF ପଡୁଥିଲା\V_VM_VF |\RD_PUNC
htd86	କିନ୍ତୁ\CC_CCD ଏବେ\N_NN ଯାତାୟତର\N_NN ପର୍ଯ୍ୟାପ୍ତ\RP_INTF ସୁଯୋଗ\N_NN ଉପଲବ୍ଧ\N_NNV ହେଉଅଛି\V_VM_VF |\RD_PUNC
htd87	ଅନେକ\QT_QTF ଲୋକ\N_NN ବଳଦ\N_NNP ଗାଡି\N_NN ,\RD_PUNC ଟ୍ରାକ୍ଟର\N_NNP ,\RD_PUNC ଟ୍ରଲି\N_NNP ,\RD_PUNC କାର୍‌\N_NNP ଏବଂ\CC_CCD ଅନ୍ୟ\RP_RPD କୌଣସି\N_NN ମାଧ୍ୟମ\N_NN ଦ୍ୱାରା\PSP ମହୋତ୍ସବ\N_NN ସ୍ଥଳରେ\N_NN ପହଞ୍ଚିଥାନ୍ତି\V_VM_VF |\RD_PUNC
htd88	ଅନୁମାନ\N_NN କରାଯାଏ\V_VM_VF ଯେ\CC_CCD ପ୍ରତିବର୍ଷ\N_NN ପାଖାପାଖି\QT_QTF କୋଡ଼ିଏ\QT_QTC ଲକ୍ଷ\QT_QTC ଲୋକ\N_NN ଗଢ଼-ମୁକ୍ତେଶ୍ଵର\N_NNP ମହୋତ୍ସବରେ\N_NN ଗଙ୍ଗାସ୍ନାନ\N_NN କରିବାକୁ\V_VM_VINF ଆସନ୍ତି\V_VM_VF |\RD_PUNC
htd89	ମେଳାରେ\N_NN ଭାଗ\N_NN ନେବାକୁ\V_VM_VINF ଆସୁଥିବା\V_VM_VNF ଅଧିକାଂଶ\QT_QTF ଶ୍ରଦ୍ଧାଳୁ\JJ ଭକ୍ତ\N_NN ଲଗାଯାଇଥିବା\V_VM_VNF ତମ୍ବୁରେ\N_NN ହିଁ\RP_RPD ରହିଥାଅନ୍ତି\V_VM_VF ।\RD_PUNC
htd90	ମେଳା\N_NN ବ୍ୟତୀତ\CC_CCD ସାଧାରଣ\JJ ଦିନମାନଙ୍କରେ\N_NN ଆସୁଥିବା\V_VM_VNF ଶ୍ରଦ୍ଧାଳୁମାନେ\JJ ବ୍ରଜଘାଟର\N_NNP ପାଖାପାଖି\N_NN ନିର୍ମିତ\JJ ଧର୍ମଶାଳାମାନଙ୍କରେ\N_NN ରୁହନ୍ତି\V_VM_VF |\RD_PUNC
htd91	ଏମିତିତ\CC_CCD ଏଠାରେ\DM_DMD ଖାଇବା-ପିଇବା\V_VM_VNF ଜିନିଷ\N_NN ଅଧିକାଂଶ\QT_QTF ଦୋକାନରେ\N_NN ମିଳିଯାଇଥାଏ\V_VM_VF |\RD_PUNC
htd92	କିନ୍ତୁ\CC_CCD ସାମୁହିକ\JJ ରୂପରେ\N_NN ମେଳାକୁ\N_NN ଆସୁଥିବା\V_VM_VNF ଶ୍ରଦ୍ଧାଳୁ\JJ ନିଜର\PR_PRF ଭୋଜନାଦିର\N_NN ବ୍ୟବସ୍ଥା\N_NN ନିଜେ\PR_PRF ହିଁ\RP_RPD କରିଥାଆନ୍ତି\V_VM_VF |\RD_PUNC
htd93	କାର୍ତ୍ତିକପୂର୍ଣ୍ଣିମା\N_NNP ଅବସରରେ\N_NN ଗଢ଼-ମୁକ୍ତେଶ୍ଵରରେ\N_NNP ଗଙ୍ଗାତଟରେ\N_NNP ହେଉଥିବା\V_VM_VNF ମେଳା\N_NN ପ୍ରସିଦ୍ଧ\JJ ମେଳାଗୁଡିକ\N_NN ମଧ୍ୟରୁ\PR_PRC ଅନ୍ୟତମ\V_VM_VF ।\RD_PUNC
htd94	ମେଳା\N_NN ଗଙ୍ଗା\N_NNP କୂଳେ-କୂଳେ\N_NN ପାଖାପାଖି\QT_QTF ୧୧\QT_QTC କିଲୋମିଟର\N_NN କ୍ଷେତ୍ର\N_NN ପର୍ଯ୍ୟନ୍ତ\PSP ପରିବ୍ୟାପ୍ତ\V_VM_VF ।\RD_PUNC
htd95	ଏହି\DM_DMD ବର୍ଷ\N_NN ମେଳାର\N_NN ଆୟୋଜନ\N_NN ମେଳାସ୍ଥଳୀକୁ\N_NN ୨୦ଟି\RP_CL ସେକ୍ଟରରେ\N_NN ବାଣ୍ଟିକରି\V_VM_VNF କରାଯାଇଅଛି\V_VM_VF ।\RD_PUNC
htd96	ସୁରକ୍ଷା\N_NN ଦୃଷ୍ଟିକୋଣରୁ\N_NN ଗଢ଼-ମୁକ୍ତେଶ୍ଵରରେ\N_NNP ପୂର୍ବ\N_NN ଅପେକ୍ଷା\N_NN ପୋଲିସ୍‌ଫୋର୍ସ\N_NN ଅଧିକ\QT_QTF ଲଗାଯାଇଅଛି\V_VM_VF |\RD_PUNC
htd97	ପ୍ରମୁଖ\JJ ସ୍ଥାନମାନଙ୍କରେ\N_NN କ୍ଲୋଜ୍‌ସର୍କିଟ୍‍\N_NN କ୍ୟାମେରା\N_NN ମଧ୍ୟ\RP_RPD ଲଗାଯାଇଅଛି\V_VM_VF |\RD_PUNC
htd98	ଗଙ୍ଗାସ୍ନାନ\N_NN ପାଇଁ\PSP ଅନେକ\QT_QTF ଘାଟ\N_NN ମଧ୍ୟ\RP_RPD ତିଆରି\N_NNV କରାଯାଇଅଛି\V_VM_VF |\RD_PUNC
htd99	ହସ୍ତିନାପୁରର\N_NNP ଏକ\QT_QTC ଐତିହାସିକ\JJ ମର୍ଯ୍ୟାଦା\N_NN ରହିଛି\V_VM_VF |\RD_PUNC
htd100	ଜୈନ\N_NNP ଜଗତଠାରୁଭିନ୍ନ\N_NN ଭାରତବର୍ଷର\N_NNP ସଂପୂର୍ଣ୍ଣ\QT_QTF ଜାତିମାନଙ୍କ\N_NN ପାଇଁ\PSP ଏହି\DM_DMD ସ୍ଥାନର\N_NN ବିଶେଷ\JJ ମହତ୍ତ୍ଵ\N_NN ରହିଛି\V_VM_VF |\RD_PUNC
htd101	ହସ୍ତିନାପୁରକୁ\N_NNP ଯିବାପାଇଁ\V_VM_VNF ହେଲେ\V_VM_VNF ଆମକୁ\PR_PRP ଦିଲ୍ଲୀରୁ\N_NNP କାଶ୍ମୀରୀଗେଟ୍‍\N_NNP ବସ୍‌ସ୍ଥଳୀକୁ\N_NN ଯିବା\V_VM_VNF ସୁବିଧାଜନକ\N_NN ବୋଲି\CC_CCD ବୁଝାଯାଏ|\V_VM_VF
htd102	କାଶ୍ମୀରୀଗେଟରୁ\N_NNP \N_NN ସବୁସମୟରେ\N_NN ମେରଠ-ପର୍ଯନ୍ତ\N_NNP ବସ୍‌ଗୁଡିକ\N_NN ଯାଇଥାଏ\V_VM_VF |\RD_PUNC
htd103	ପୁଣି\CC_CCD ମେରଠ୍‌ରୁ\N_NNP ହସ୍ତିନାପୁରକୁ\N_NNP ଯିବାପାଇଁ\PSP ବସ୍\N_NNP ମିଳିଯାଇଥାଏ\V_VM_VF |\RD_PUNC
htd104	ଦିଲ୍ଲୀରୁ\N_NNP ହସ୍ତିନାପୁରର\N_NNP ଦୂରତା\N_NN ପାଖାପାଖି\N_NST ୧୦୫\QT_QTC କିଲୋମିଟର\N_NN ଅଟେ\V_VM_VF ।\RD_PUNC
htd105	ହସ୍ତିନାପୁରକୁ\N_NNP ଶାସ୍ତ୍ରରେ\N_NN ଆହୁରି\RP_INTF ଅନେକ\QT_QTF ନାମରେ\N_NN ମଧ୍ୟ\RP_RPD ଜଣାଯାଇଥାଏ\V_VM_VF ,\RD_PUNC ଯେମିତି\CC_CCS ଗଜପୁର୍‌\N_NNP ,\RD_PUNC ନାଗପୁର୍‌\N_NNP ,\RD_PUNC ଅସଂଧିବତ\N_NNP ,\RD_PUNC ବ୍ରହ୍ମସ୍ଥଳ\N_NNP ,\RD_PUNC ଶାନ୍ତିନଗର\N_NNP ,\RD_PUNC କୁଜାରପୁର\N_NNP ଇତ୍ୟାଦି\RP_RPD |\RD_PUNC
htd106	ହସ୍ତିନାପୁରରେ\N_NNP ଜୈନଧର୍ମର\N_NNP ଚବିଶି\QT_QTC ତୀର୍ଥଙ୍କରମାନଙ୍କ\N_NN ମଧ୍ୟରୁ\PR_PRC ସର୍ବପ୍ରଥମ\JJ ତୀର୍ଥଙ୍କର\N_NN ଆଦିନାଥ\N_NNP ପ୍ରଭୁ\N_NN ନିଜର\PR_PRF ଚାରିଶହ\QT_QTC ଦିନର\N_NN ବ୍ରତ\N_NN ପରେ\PSP ଶ୍ରେୟାଂଶକୁମାରଙ୍କ\N_NNP ହାତରୁ\N_NN ଆଖୁରସ\N_NN ଗ୍ରହଣକରି\V_VM_VNF ନିଜ\PR_PRF ବ୍ରତର\N_NN ଉଦ୍‌ଯାପନ\N_NNV କରିଥିଲେ\V_VM_VF ।\RD_PUNC
htd107	ହସ୍ତିନାପୁରରେ\N_NNP ହିଁ\RP_RPD ଶ୍ରୀ\N_NN ଶାନ୍ତିନାଥ\N_NNP ପ୍ରଭୁ\N_NN ,\RD_PUNC କୃନ୍ତନାଥ\N_NNP ପ୍ରଭୁ\N_NN ଏବଂ\CC_CCD ଶ୍ରୀ\N_NN ଅରହନାଥ\N_NNP ପ୍ରଭୁଙ୍କର\N_NN ଦର୍ଶନରୁ\N_NN ବାରୋଟି\QT_QTC କଲ୍ୟାଣ\N_NN ପ୍ରାପ୍ତହେଲା\V_VM_VF ।\RD_PUNC
htd108	ଭଗବାନ\N_NN ମଲ୍ଲୀନାଥଙ୍କର\N_NNP ସମ୍ବତ୍ସରଉତ୍ସବ\N_NN ମଧ୍ୟ\RP_RPD ହସ୍ତିନାପୁରରେ\N_NNP ହିଁ\RP_RPD ହୋଇଥିଲା\V_VM_VF ।\RD_PUNC
htd109	ହସ୍ତିନାପୁରରେ\N_NNP ହିଁ\RP_RPD ମୁନି\N_NN ସୁବ୍ରତନାଥ\N_NNP ସ୍ଵାମୀ\N_NN ,\RD_PUNC ଭଗବାନ\N_NN ପାର୍ଶ୍ୱନାଥ୍‌\N_NNP ଏବଂ\CC_CCD ଭଗବାନ\N_NN ମହାବୀର୍‌\N_NNP ସ୍ଵାମୀ\N_NN ନିଜସ୍ୱ\PR_PRF ଦିବ୍ୟ\JJ ବାଣୀରେ\N_NN ପ୍ରବଚନ\N_NNV ଦେଇଥିଲେ\V_VM_VF ।\RD_PUNC
htd110	ହସ୍ତିନାପୁରରେ\N_NNP ପଦଧୌତ\N_NNV ଏବଂ\CC_CCD ପୂଜାର୍ଚ୍ଚନା\N_NNV ସମୟ\N_NN ପ୍ରାତଃ\N_NST ୮ଟାରୁ\QT_QTC ସଂଧ୍ୟା\N_NST ୫ଟା\QT_QTC ପର୍ଯ୍ୟନ୍ତ\PSP ଚାଲିଥାଏ\V_VM_VF ।\RD_PUNC
htd111	ଆଉ\CC_CCD ଦିଗମ୍ବର\N_NNP ଜୈନମନ୍ଦିରରେ\N_NNP ପୂଜା\N_NN କରିବାର\V_VM_VNF ସମୟ\N_NN ସକାଳ\N_NST ୭ଟା\QT_QTC ବେଳେ\N_NN ଆରମ୍ଭ\N_NN ହୋଇଥାଏ\V_VM_VF |\RD_PUNC
htd112	ହସ୍ତିନାପୁରରେ\N_NNP ଆଦିନାଥ\N_NNP ଭଗବାନ\N_NN ଦୀକ୍ଷା\N_NN ନେବାକୁ\V_VM_VINF ୪ଶହ\QT_QTC ଦିନ\N_NN ପରେ\PSP ବୈଶାଖ\N_NNP ଶୁକ୍ଳତୃତୀୟା\N_NNP ଦିନରେ\N_NN ଆସିଥିଲେ\V_VM_VF |\RD_PUNC
htd113	ଲୋକମାନେ\N_NN ଦୂର-ଦୂରାନ୍ତରୁ\N_NN ତାଙ୍କର\PR_PRP ଦର୍ଶନ\N_NNV ପାଇଁ\PSP ଯାଉଥିଲେ\V_VM_VF |\RD_PUNC
htd114	ରାଜକୁମାର\JJ ଶ୍ରୟୋଂଷକୁମାର\N_NNP ଯେତେବେଳେ\CC_CCS ଏହି\DM_DMD କଥା\N_NN ସମ୍ପର୍କରେ\N_NN ଜାଣିଲେ\V_VM_VF ,ସେତେବେଳେ\CC_CCS ତାଙ୍କ\PR_PRP ନିଜର\PR_PRF ପୂର୍ବଜମାନଙ୍କର\N_NN ଅନ୍ନ-ଜଳ\N_NN ତ୍ୟାଗ\N_NNV ପ୍ରଥା\N_NN ମନେପଡ଼ିଗଲା\V_VM_VF ।\RD_PUNC
htd115	ରାଜକୁମାର\JJ ଶ୍ରେୟଂଷକୁମାର\N_NNP ଆଦିନାଥ\N_NNP ପ୍ରଭୁଙ୍କଠାରେ\N_NN ବ୍ରତର\N_NN ଉଦ୍‌ଯାପନ\N_NNV ପାଇଁ\PSP ଆଖୁରସ\N_NN ଗ୍ରହଣ\N_NN କରିବାକୁ\V_VM_VINF ପ୍ରାର୍ଥନାକଲେ\V_VM_VF ଯାହାକୁ\PR_PRL ସେ\PR_PRP ସ୍ୱୀକାର\N_NN କଲେ\V_VM_VF ।\RD_PUNC
htd116	ପରବର୍ତ୍ତୀ\JJ ସମୟରେ\N_NN ଏହି\DM_DMD ଦିନକୁ\N_NN ଅକ୍ଷୟତୃତୀୟା\N_NNP କୁହାଗଲା\V_VM_VF |\RD_PUNC
htd117	ହସ୍ତିନାପୁରରେ\N_NNP ଭଗବାନ\N_NN ନିଜସ୍ୱ\PR_PRF ପ୍ରବଚନ\N_NN ଦ୍ୱାରା\PSP ୬ଜଣ\QT_QTC ମହାରାଜଙ୍କୁ\N_NN ଜୈନଧର୍ମ\N_NNP ଅନୁଗାମୀ\N_NN କରାଇଥିଲେ\V_VM_VF ।\RD_PUNC
htd118	୨୪ଜଣ\QT_QTC ତୀର୍ଥଙ୍କର\N_NN ମଧ୍ୟରୁ\PR_PRC ୨୦ତମ\QT_QTC ତୀର୍ଥଯାତ୍ରୀ\N_NN ଶ୍ରୀ-ମୁନି\JJ ସୁବ୍ରତ\N_NNP ସ୍ଵାମୀ\N_NN ,\RD_PUNC ୨୩ତମ\QT_QTC ତୀର୍ଥଯାତ୍ରୀ\N_NN ପାର୍ଶ୍ଵନାଥ\N_NNP ଭଗବାନ\N_NN ଏବଂ\CC_CCD ଅନ୍ତିମ\JJ ତୀର୍ଥଯାତ୍ରୀ\N_NN ଶ୍ରୀ-ମହାବୀର\N_NNP ସ୍ଵାମୀ\N_NN ମଧ୍ୟ\RP_RPD ଏହି\DM_DMD ସ୍ଥାନକୁ\N_NN ନିଜର\PR_PRF ଚରଣସ୍ପର୍ଶରେ\N_NN ପବିତ୍ର\N_NN କଲେ\V_VM_VF |\RD_PUNC
htd119	ଭାରତରେ\N_NNP ମୋଟ୍‌\QT_QTF ୧୨ଜଣ\QT_QTC ଚକ୍ରବର୍ତ୍ତୀ\JJ ସମ୍ରାଟ\N_NN ଥିଲେ\V_VM_VF ।\RD_PUNC
htd120	ଭାରତରେ\N_NNP ମୋଟ୍‌\QT_QTF ୧୨ଜଣ\QT_QTC ଚକ୍ରବର୍ତ୍ତୀ\JJ ସମ୍ରାଟମାନଂକ\N_NN ମଧ୍ୟରୁ\PR_PRC ୬ଜଣଙ୍କର\QT_QTC ଜନ୍ମସ୍ଥାନ\N_NN ହସ୍ତିନାପୁର\N_NNP ଅଟେ\V_VM_VF ।\RD_PUNC
htd121	ରାମାୟଣ\N_NNP କାଳର\N_NN ପର୍ଶୁରାମ\N_NNP ମଧ୍ୟ\RP_RPD ହସ୍ତିନାପୁରରେ\N_NNP ଜନ୍ମ\N_NN ହୋଇଥିଲେ\V_VM_VF |\RD_PUNC
htd122	ହସ୍ତିନାପୁର\N_NNP କୌରବ\N_NNP ଏବଂ\CC_CCD ପାଣ୍ତବମାନଙ୍କର\N_NNP ରାଜଧାନୀ\N_NN ରହିଅାସିଛି\V_VM_VF |\RD_PUNC
htd123	କାର୍ତ୍ତିକପୂର୍ଣ୍ଣିମା\N_NNP ଏବଂ\CC_CCD ବୈଶାଖ\N_NNP ଶୁକ୍ଳତୃତୀୟା\N_NNP ଦିନ\N_NN ଶ୍ୱେତାମ୍ବର\N_NNP ଜୈନମନ୍ଦିରରେ\N_NN ଏବଂ\CC_CCD କାର୍ତ୍ତିକ\N_NNP ଶୁକ୍ଳ୍\N_NNP ଅମାବାସ୍ୟା\N_NN ଠାରୁ\PSP ପୂର୍ଣ୍ଣିମା\N_NN ମଧ୍ୟରେ\PR_PRC ଦିଗମ୍ବର\N_NNP ଜୈନମନ୍ଦିରରେ\N_NN କାର୍ଯ୍ୟକ୍ରମର\N_NN ଅୟୋଜନ\N_NNV କରାଯାଇଥିଲା\V_VM_VF |\RD_PUNC
htd124	ଭଗବାନ\N_NN ଆଦିନାଥ\N_NNP ପୋଦନପୁର୍‌\N_NNP ଏବଂ\CC_CCD ହସ୍ତିନାପୁର\N_NNP ରାଜ୍ୟକୁ\N_NN ନିଜର\PR_PRF ପୁତ୍ର\N_NN ବାହୁବଳୀକୁ\N_NNP ସମର୍ପଣ\N_NNV କରିଥିଲେ\V_VM_VF |\RD_PUNC
htd125	ବାହୁବଳୀ\N_NNP ପୋଦନପୁରକୁ\N_NNP ଶାସନ\N_NN କଲେ\V_VM_VF ।\RD_PUNC
htd126	ଯେତେବେଳେ\PR_PRL କି\CC_CCD ତାଙ୍କର\PR_PRP ପୁତ୍ର\N_NN ସୋମୟଂଶ\N_NNP ହସ୍ତିନାପୁରରେ\N_NNP ରାଜୁତି\N_NNV କଲେ\V_VM_VF ।\RD_PUNC
htd127	ବାହୁବଳୀଙ୍କର\N_NNP ସାନଭାଇ\N_NN ଶ୍ରେୟାଂଷକୁମାର\N_NNP ଆଦିନାଥ\N_NNP ଭଗବାନଙ୍କର\N_NN ଚରଣାଭିଷେକ\N_NN କରିଥିଲେ|\V_VM_VF
htd128	ଶ୍ରେୟାଂଷକୁମାରଙ୍କ\N_NNP ସ୍ମୃତିରେ\N_NN ରତ୍ନସ୍ତମ୍ଭ\N_NN ନିର୍ମାଣ\N_NNV କରିଥିଲେ\V_VM_VF ।\RD_PUNC
htd129	ସେଠାରେ\DM_DMD ଆଦିନାଥ\N_NNP ଭଗବାନଙ୍କର\N_NN ଚରଣ\N_NN ପାଦୁକା\N_NN ମଧ୍ୟ\RP_RPD ସ୍ଥାପନ\N_NNV କରାଯାଇଥିଲା\V_VM_VF ।\RD_PUNC
htd130	ଶ୍ରୀ\N_NN ଶାନ୍ତିନାଥ\N_NNP ଭଗବାନ\N_NN ,\RD_PUNC ଶ୍ରୀ\N_NN କୁନ୍ଥନାଥ\N_NNP ଭଗବାନ\N_NN ଏବଂ\CC_CCD ଅରହନାଥ\N_NNP ଭଗବାନଙ୍କର\N_NN ଚାରୋଟି\QT_QTC କଲ୍ୟାଣକର\JJ ସ୍ମୃତି\N_NN ମଧ୍ୟରୁ\PR_PRC ଏଠାରେ\DM_DMD ତିନିଗୋଟି\QT_QTC ସ୍ତମ୍ଭ\N_NN ନିର୍ମାଣ\N_NNV କରାଗଲା|\V_VM_VF
